word,frequency
付け加える,1
告げる,1
つじつま (はなしの～),1
筒,1
突っ突く,1
謹む,1
突っ張る,1
務まる,1
勤め先,1
努めて,1
津波,1
つねる,1
募る,1
唾,1
呟く,1
つぶら,1
つぶる (めを～),1
壷,1
蕾,1
連なる,1
貫く,1
連ねる,1
釣り鐘,1
吊り革,1
手当,1
定義,1
提供,1
提携,1
体裁,1
提示,1
ティシュペーパー,1
定食,1
訂正,1
停滞,1
邸宅,1
定年,1
堤防,1
手遅れ,1
でかい,1
手掛かり,1
手掛ける,1
手軽,1
適応,1
適宜,1
適性,1
できもの,1
手際,1
出くわす,1
手順,1
手錠,1
デコレーション,1
手近,1
てっきり,1
鉄鋼,1
デッサン,1
徹する,1
てっぺん,1
鉄棒,1
出直し,1
掌,1
手配,1
手筈,1
手引,1
手本,1
手回し,1
手元,1
デモンストレーション,1
照り返す,1
テレックス,1
手分け,1
天,1
田園,1
天下,1
転回,1
連休,1
レンジ,1
連日,1
連帯,1
レンタカー,1
連中,1
レントゲン,1
連邦,1
連盟,1
老衰,1
朗読,1
浪費,1
労力,1
ロープウエイ,1
ロープ,1
ろくな,1
露骨,1
ロマンチック,1
論議,1
論理,1
惑星,1
技,1
わざわざ,1
煩わしい,1
渡り鳥,1
ワット,1
詫び,1
和文,1
藁,1
～割,1
割当,1
割込む,1
悪者,1
捗る,1
はかない,1
ばかばかしい,1
破棄,1
剥ぐ,1
迫害,1
薄弱,1
白状,1
漠然,1
爆弾,1
爆破,1
暴露,1
励ます,1
励む,1
剥げる,1
化ける,1
派遣,1
恥,1
パジャマ,1
恥じらう,1
恥じる,1
橋渡し,1
弾む,1
破損,1
裸足,1
果たす,1
蜂蜜,1
パチンコ,1
罰,1
発育,1
発芽,1
発掘,1
発言,1
バッジ,1
発生,1
仕立てる,1
下取り,1
下火,1
実家,1
失格,1
質疑,1
失脚,1
実業家,1
シック,1
じっくり,1
躾,1
躾ける,1
実践,1
質素,1
実態,1
失調,1
嫉妬,1
実費,1
指摘,1
自転,1
助動詞,1
淑やか,1
萎びる,1
シナリオ,1
しなやか,1
屎尿,1
地主,1
凌ぐ,1
芝,1
始発,1
耳鼻科,1
私物,1
しぶとい,1
司法,1
始末,1
染みる,1
使命,1
地元,1
視野,1
弱,1
社交,1
ジャズ,1
謝絶,1
社宅,1
若干,1
三味線,1
斜面,1
砂利,1
洒落る,1
ジャンパー,1
ジャンプ,1
ジャンボ,1
ジャンル,1
私有,1
～宗,1
収益,1
修学,1
周期,1
衆議院,1
就業,1
従業員,1
集計,1
襲撃,1
収支,1
終始,1
修士,1
従事,1
終日,1
充実,1
収集,1
十字路,1
柔軟,1
収容,1
従来,1
守衛,1
主演,1
主観,1
修行,1
塾,1
祝賀,1
宿命,1
手芸,1
主権,1
主催,1
取材,1
趣旨,1
種々,1
主食,1
主人公,1
主体,1
主題,1
出演,1
出血,1
出現,1
出産,1
出社,1
微量,1
昼飯,1
比例,1
疲労,1
敏感,1
貧困,1
品質,1
貧弱,1
品種,1
ヒント,1
頻繁,1
貧乏,1
ファイト,1
ファイル,1
ファン,1
不意,1
フィルタ,1
封,1
封鎖,1
風車,1
風習,1
風俗,1
ブーツ,1
風土,1
ブーム,1
フォーム,1
部下,1
不可欠,1
ぶかぶか,1
不吉,1
不況,1
布巾,1
複合,1
福祉,1
覆面,1
膨れる,1
不景気,1
耽る,1
老ける,1
富豪,1
布告,1
ブザー,1
負債,1
不在,1
ふさわしい,1
不順,1
負傷,1
侮辱,1
不審,1
不振,1
武装,1
負担,1
不調,1
復活,1
物議,1
復旧,1
復興,1
物資,1
仏像,1
物体,1
沸騰,1
不当,1
不動産,1
無難,1
赴任,1
腐敗,1
不評,1
不服,1
普遍,1
踏まえる,1
踏み込む,1
不明,1
部門,1
扶養,1
ふらふら,1
ぶらぶら,1
振り返る,1
振り出し,1
不良,1
浮力,1
武力,1
ブル,1
震わせる,1
無礼,1
付録,1
フロント,1
憤慨,1
文化財,1
分業,1
文語,1
分散,1
分子,1
紛失,1
噴出,1
文書,1
紛争,1
ふんだん,1
分担,1
奮闘,1
分配,1
分母,1
粉末,1
分離,1
分裂,1
ペア,1
兵器,1
閉口,1
閉鎖,1
兵士,1
平常,1
平方,1
並列,1
ベース,1
辟易,1
ぺこぺこ,1
ベスト,1
ベストセラー,1
隔たる,1
へりくだる,1
弁解,1
変革,1
返還,1
便宜,1
偏見,1
弁護,1
返済,1
弁償,1
変遷,1
返答,1
変動,1
弁論,1
穂,1
保育,1
ボイコット,1
ポイント,1
法案,1
防衛,1
防火,1
崩壊,1
妨害,1
法学,1
封建,1
豊作,1
方策,1
奉仕,1
方式,1
放射,1
放射能,1
報酬,1
放出,1
報じる,1
報ずる,1
紡績,1
呆然,1
放置,1
膨張,1
法廷,1
報道,1
冒頭,1
暴動,1
褒美,1
暴風,1
葬る,1
放り込む,1
放り出す,1
暴力,1
飽和,1
ホース,1
ポーズ,1
ホール,1
保温,1
捕獲,1
保管,1
補給,1
補強,1
募金,1
牧師,1
捕鯨,1
惚ける,1
保険,1
母校,1
母国,1
誇る,1
綻びる,1
干し～,1
ポジション,1
干し物,1
保守,1
補充,1
補助,1
舗装,1
補足,1
墓地,1
発作,1
没収,1
発足,1
ポット,1
ほっぺた,1
ぼつぼつ,1
没落,1
施す,1
ほとり,1
ぼやく,1
ぼやける,1
保養,1
捕虜,1
ボルト,1
滅びる,1
滅ぼす,1
本格,1
本館,1
本気,1
本国,1
本質,1
本体,1
本音,1
本能,1
本場,1
ポンプ,1
本文,1
本名,1
マーク,1
マイ～,1
マイクロフォン,1
埋蔵,1
舞う,1
真上,1
前売,1
前置き,1
任す,1
負かす,1
賄う,1
紛らわしい,1
紛れる,1
真心,1
まごつく,1
誠,1
誠に,1
まさしく,1
勝る,1
～増し,1
交える,1
真下,1
まして,1
交わる,1
麻酔,1
またがる (うまを～),1
待ち合わせ,1
待ち遠しい,1
待ち望む,1
まちまち,1
末期,1
真っ二つ,1
まと,1
纏まり,1
纏め,1
免れる,1
招き,1
瞬き,1
麻痺,1
～まみれ,1
眉,1
鞠,1
丸ごと,1
まるっきり,1
丸々,1
丸める,1
満月,1
満場,1
真ん前,1
真ん丸い,1
真ん円い,1
～味,1
見合い,1
見合わせる,1
見落とす,1
未開,1
味覚,1
幹,1
見苦しい,1
見込み,1
未婚,1
未熟,1
微塵,1
水気,1
ミスプリント,1
みすぼらしい,1
ミセス,1
見せびらかす,1
見せ物,1
満たす,1
乱す,1
乱れる,1
未知,1
身近,1
導く,1
密集,1
密接,1
密度,1
見積もり,1
未定,1
見通し,1
見なす,1
源,1
見習う,1
身なり,1
峰,1
身の上,1
見逃す,1
身の回り,1
見計らう,1
見晴らし,1
身振り,1
脈,1
ミュージック,1
未練,1
見渡す,1
民宿,1
民族,1
民俗,1
無意味,1
ムード,1
無口,1
婿,1
無効,1
無言,1
無邪気,1
むしる,1
結び,1
結び付き,1
結び付く,1
結び付ける,1
無線,1
無駄遣い,1
無断,1
無知,1
無茶,1
無茶苦茶,1
空しい,1
無念,1
無能,1
無闇に,1
無用,1
斑,1
群がる,1
無論,1
名産,1
名称,1
命中,1
明白,1
名簿,1
名誉,1
明瞭,1
明朗,1
メーカー,1
目方,1
恵み,1
恵む,1
目覚しい,1
目覚める,1
召す,1
雌,1
目付き,1
滅亡,1
メディア,1
目途,1
目盛,1
メロディー,1
面会,1
免除,1
面する,1
～網,1
設ける,1
申し入れる,1
申込,1
申出,1
申し出る,1
申し分,1
盲点,1
猛烈,1
モーテル,1
もがく,1
目録,1
目論見,1
模型,1
模索,1
もしかして,1
もしくは,1
もたらす,1
持ち切り,1
専ら,1
もてなす,1
もてる,1
モニター,1
物好き,1
物足りない,1
もはや,1
模範,1
模倣,1
もめる,1
腿,1
催す,1
漏らす,1
盛り上がる,1
漏る,1
漏れる,1
脆い,1
もろに,1
矢,1
野外,1
～薬,1
夜具,1
役職,1
役場,1
やけに,1
屋敷,1
養う,1
野心,1
安っぽい,1
休める,1
野生,1
奴,1
闇,1
病む,1
ややこしい,1
やりとおす,1
やりとげる,1
和らげる,1
ヤング,1
～油,1
優位,1
憂鬱,1
有益,1
優越,1
勇敢,1
夕暮れ,1
融資,1
有する,1
優勢,1
優先,1
誘導,1
融通,1
優美,1
有望,1
遊牧,1
夕焼け,1
有力,1
幽霊,1
誘惑,1
故,1
揺さぶる,1
ゆとり,1
ユニーク,1
ユニフォーム,1
指差す,1
弓,1
揺らぐ,1
緩む,1
緩める,1
緩やか,1
要因,1
溶液,1
用件,1
養護,1
用紙,1
様式,1
要する,1
要請,1
様相,1
用品,1
洋風,1
用法,1
要望,1
余暇,1
予感,1
余興,1
預金,1
欲,1
抑圧,1
浴室,1
抑制,1
欲深い,1
欲望,1
予言,1
横綱,1
汚れ,1
よし (かん),1
良し,1
善し悪し,1
余所見,1
余地,1
よって (よりどころ),1
与党,1
呼び止める,1
夜更し,1
夜更け,1
余程,1
読み上げる,1
～寄り,1
寄り掛かる,1
弱る,1
来場,1
ライス,1
酪農,1
落下,1
楽観,1
ランプ,1
濫用,1
リード,1
理屈,1
利子,1
利潤,1
理性,1
利息,1
立体,1
立方,1
立法,1
利点,1
略奪,1
略語,1
流通,1
領域,1
了解,1
領海,1
両極,1
良好,1
良識,1
良質,1
了承,1
良心,1
領地,1
領土,1
両立,1
旅客,1
旅券,1
履歴,1
理論,1
林業,1
類,1
類推,1
類似,1
ルーズ,1
冷酷,1
冷蔵,1
冷淡,1
レース,1
レギュラー,1
レッスン,1
レディー,1
レバー,1
恋愛,1
バッテリー,1
バット,1
発病,1
初耳,1
果て,1
果てる,1
ばてる,1
パトカー,1
甚だ,1
華々しい,1
花びら,1
華やか,1
阻む,1
浜,1
浜辺,1
はまる,1
早める,1
腹立ち,1
原っぱ,1
はらはら,1
ばらまく,1
張り紙,1
遥か,1
破裂,1
腫れる,1
繁栄,1
版画,1
ハンガー,1
反感,1
反響,1
パンク,1
反撃,1
判決,1
反射,1
繁盛,1
繁殖,1
反する,1
判定,1
万人,1
晩年,1
反応,1
万能,1
半端,1
反発,1
反乱,1
氾濫,1
美,1
ひいては,1
ビールス,1
控室,1
控える,1
悲観,1
引き上げる,1
率いる,1
引き起こす,1
引下げる,1
引きずる,1
引取る,1
否決,1
日頃,1
久しい,1
悲惨,1
ビジネス,1
比重,1
美術,1
秘書,1
微笑,1
密か,1
浸す,1
ひたすら,1
左利き,1
引っ掻く,1
必修,1
びっしょり,1
必然,1
匹敵,1
一息,1
人影,1
人柄,1
一頃,1
人質,1
一筋,1
人目,1
日取り,1
雛,1
雛祭,1
日向,1
非難,1
避難,1
日の丸,1
火花,1
ひび (かべの～),1
悲鳴,1
冷やかす,1
日焼け,1
標語,1
描写,1
ひょっと,1
びら,1
平たい,1
びり,1
比率,1
〜 (まる) ごと,1
(かさを～) さす,1
〜(日本) 式,1
～位,1
～いち (にほんいち),1
～園,1
～おしまい (おわり),1
～下,1
～化,1
～科,1
～歌,1
～外,1
～難い,1
～がち,1
～刊,1
～間,1
～巻,1
～館,1
～感,1
～期,1
～器,1
～機,1
～気味,1
～教,1
～行,1
～業,1
～きる,1
～切れ,1
～口,1
～形,1
～系,1
～圏,1
～校,1
～港,1
～号,1
～国,1
～毎,1
～山,1
～産,1
～史,1
～紙,1
～寺,1
～時間目,1
～室,1
～車,1
～者,1
～社,1
～手,1
～酒,1
～集,1
～女,1
～省,1
～商,1
～勝,1
～条,1
～場,1
～畳,1
～色,1
～過ぎる,1
～済,1
～席,1
～船,1
～戦,1
～沿い,1
～艘,1
～足,1
～だらけ,1
～団,1
～着,1
～庁,1
～兆,1
～長,1
～帳,1
～丁目,1
～通,1
～遣い,1
～付,1
～続く,1
～辛い,1
～滴,1
～点,1
～頭,1
～島,1
～道,1
～通り,1
～ところ,1
～内,1
～年生,1
～泊,1
～発,1
～番目,1
～費,1
～病,1
～部,1
～風,1
～振り,1
～遍,1
～弁,1
～歩,1
～ぽい,1
～ほう (ひかく),1
～みたい,1
～向け,1
～名,1
～もち,1
～問,1
～夜,1
～流,1
～料,1
～領,1
～力,1
～論,1
～羽,1
アイデア; アイディア,1
あいまい,1
扇ぐ,1
青白い,1
呆れる,1
アクセント,1
あくび,1
飽くまで,1
明くる～,1
明け方,1
憧れる,1
朝寝坊,1
足跡,1
足元,1
味わう,1
あちらこちら,1
厚かましい,1
圧縮,1
宛名,1
当てはまる,1
当てはめる,1
暴れる,1
あぶる,1
あふれる,1
雨戸,1
甘やかす,1
余る,1
編み物,1
あみもの,1
編む,1
危うい,1
怪しい,1
荒い,1
粗い,1
粗筋,1
改めて,1
改める,1
あらわす,1
有難い,1
あれこれ,1
荒れる,1
慌ただしい,1
安易,1
アンテナ,1
言い出す,1
言い付ける,1
意義,1
生き生き,1
いきなり,1
幾～,1
育児,1
幾分,1
生け花,1
以後,1
イコール,1
以降,1
勇ましい,1
衣食住,1
いちいち,1
一応,1
一段と,1
一流,1
一昨年,1
一斉,1
一旦,1
一定,1
行っていらっしゃい,1
いってきます,1
いってまいります,1
行ってらっしゃい,1
移転,1
井戸,1
緯度,1
威張る,1
嫌がる,1
いよいよ,1
煎る,1
炒る,1
入れ物,1
インキ,1
引力,1
ウーマン,1
ウール,1
ウエートレス,1
植木,1
飢える,1
浮ぶ,1
浮かべる,1
浮く,1
承る,1
受取,1
受け持つ,1
薄暗い,1
薄める,1
打合せ,1
打ち消す,1
うどん,1
うなずく,1
敬う,1
裏返す,1
裏口,1
占う,1
恨み,1
恨む,1
羨む,1
売上,1
売り上げ,1
売り切れ,1
売り切れる,1
売行き,1
売れ行き,1
うろうろ,1
上～,1
運河,1
うんと,1
英文,1
英和,1
ええと,1
液体,1
エチケット,1
絵の具,1
エプロン,1
偉い,1
宴会,1
園芸,1
演劇,1
円周,1
遠足,1
延長,1
煙突,1
オーケストラ,1
オートメーション,1
追いかける,1
追い越す,1
オイル,1
王女,1
応ずる,1
応接,1
応対,1
往復,1
欧米,1
応用,1
おおざっぱ,1
大通り,1
大凡,1
お帰り,1
おかけください,1
おかげさまで,1
おかず,1
おかまいなく,1
拝む,1
お代わり,1
補う,1
お気の毒に,1
屋外,1
送り仮名,1
お元気で,1
怠る,1
押さえる,1
お先に,1
伯父,1
叔父,1
惜しい,1
伯父さん,1
小父さん,1
叔父さん,1
お邪魔します,1
お世話になりました,1
お大事に,1
落着く,1
お出掛け,1
お手伝いさん,1
落し物,1
驚かす,1
お願いします,1
各々,1
伯母,1
叔母,1
小母さん,1
おはよう,1
お参り,1
お待たせしました,1
お待ちください,1
おまちどおさま,1
おめでたい,1
思い掛けない,1
思い切り,1
思い込む,1
思いっ切り,1
思いっきり,1
重たい,1
お休み,1
おやつ,1
親指,1
オルガン,1
恩恵,1
温室,1
温泉,1
温帯,1
御中,1
女の人,1
カーブ,1
外～,1
開会,1
会館,1
改札,1
解散,1
海水浴,1
回数,1
回数券,1
改正,1
快晴,1
解説,1
改造,1
開通,1
回転,1
解答,1
回答,1
外部,1
解放,1
開放,1
海洋,1
概論,1
却って,1
家屋,1
係わる,1
書留,1
書取,1
垣根,1
限り,1
各～,1
架空,1
各自,1
拡充,1
学術,1
各地,1
拡張,1
角度,1
学年,1
学部,1
格別,1
確率,1
学力,1
掛け算,1
かけざん,1
可決,1
火口,1
下降,1
火山,1
かしこまりました,1
貸し出し,1
過失,1
果実,1
貸間,1
貸家,1
箇所,1
かしょ,1
過剰,1
かじる,1
課税,1
カセット,1
下線,1
加速,1
加速度,1
かたかな,1
かたづく,1
塊,1
固まる,1
片道,1
傾く,1
片寄る,1
学科,1
学会,1
学級,1
担ぐ,1
括弧,1
活字,1
勝手に,1
活力,1
仮名,1
仮名遣い,1
加熱,1
兼ねる,1
カバー,1
過半数,1
かび (～がはえる),1
被せる,1
釜,1
構いません,1
紙屑,1
神様,1
剃刀,1
ガム,1
貨物,1
カラー,1
からかう,1
空っぽ,1
かるた,1
枯れる,1
カロリー,1
可愛がる,1
為替,1
瓦,1
換気,1
感激,1
関西,1
元日,1
鑑賞,1
感ずる,1
間接,1
観測,1
寒帯,1
勘違い,1
官庁,1
缶詰,1
乾電池,1
関東,1
観念,1
乾杯,1
看板,1
看病,1
冠,1
漢和,1
気圧,1
着替え,1
着替える,1
機関車,1
飢饉,1
器具,1
記号,1
刻む,1
儀式,1
基準,1
規準,1
起床,1
着せる,1
基礎,1
基地,1
きっかけ,1
切っ掛け,1
ぎっしり,1
基盤,1
客席,1
客間,1
ギャング,1
キャンパス,1
休業,1
休講,1
給与,1
休養,1
清い,1
強化,1
境界,1
共産～,1
行事,1
恐縮,1
教養,1
行列,1
漁業,1
曲線,1
規律,1
斬る,1
気を付ける,1
金魚,1
クーラー,1
区域,1
空～,1
偶数,1
空想,1
空中,1
釘,1
区切る,1
櫛,1
くしゃみ,1
苦情,1
苦心,1
屑,1
崩す,1
薬指,1
崩れる,1
砕く,1
砕ける,1
くたびれる,1
くだらない,1
唇,1
口紅,1
くっつく,1
くっつける,1
くどい,1
句読点,1
配る,1
工夫,1
区分,1
組合せ,1
組み立てる,1
悔やむ,1
クリーニング,1
くるむ,1
くれぐれも,1
稽古,1
敬語,1
蛍光灯,1
形式,1
継続,1
毛糸,1
経度,1
系統,1
芸能,1
競馬,1
警備,1
形容詞,1
形容動詞,1
外科,1
毛皮,1
激増,1
下車,1
下旬,1
下水,1
削る,1
桁,1
下駄,1
血圧,1
月給,1
傑作,1
月末,1
気配,1
下品,1
下品(な),1
煙い,1
険しい,1
現～,1
見学,1
謙虚,1
原稿,1
原産,1
原始,1
研修,1
厳重,1
謙遜,1
県庁,1
限度,1
現に,1
顕微鏡,1
懸命,1
原理,1
原料,1
小～,1
コース,1
コーラス,1
恋しい,1
高～,1
工員,1
強引,1
公害,1
高級,1
公共,1
工芸,1
孝行,1
交差,1
講師,1
工事,1
公式,1
口実,1
こうして,1
公衆,1
香水,1
功績,1
光線,1
高層,1
構造,1
交替,1
交代,1
耕地,1
交通機関,1
校庭,1
肯定,1
高度,1
高等,1
合同,1
高等学校,1
公表,1
鉱物,1
公務,1
項目,1
こうよう もみじ,1
合理,1
交流,1
合流,1
効力,1
焦がす,1
国王,1
こくせき,1
国立,1
ご苦労様,1
焦げる,1
凍える,1
心当たり,1
心得る,1
腰掛け,1
腰掛,1
腰掛ける,1
五十音,1
こしらえる,1
個体,1
ごちそうさま,1
こちらこそ,1
小遣い,1
コック,1
こっそり,1
古典,1
言付ける,1
言葉遣い,1
こないだ,1
御無沙汰,1
ゴム,1
御免,1
ごめんください,1
小指,1
娯楽,1
御覧,1
コレクション,1
転がす,1
転がる,1
紺,1
今～,1
コンクール,1
コンクリート,1
混合,1
コンセント,1
献立,1
こんばんは,1
サークル,1
再～,1
最～,1
在学,1
再三,1
祭日,1
催促,1
採点,1
災難,1
裁縫,1
材木,1
サイレン,1
逆さ,1
逆様,1
捜す,1
遡る,1
酒場,1
一昨昨日,1
先程,1
索引,1
作者,1
削除,1
作成,1
作製,1
探る,1
囁く,1
匙,1
座敷,1
差し支え,1
差し引き,1
刺身,1
流石,1
撮影,1
雑音,1
さっさと,1
早速,1
錆,1
錆びる,1
座布団,1
妨げる,1
さようなら,1
サラリーマン,1
騒がしい,1
さわやか,1
三角,1
算数,1
産地,1
サンプル,1
山林,1
シーズン,1
シーツ,1
仕上がる,1
明明後日,1
寺院,1
しいんと (する),1
自衛,1
塩辛,1
塩辛い,1
司会,1
しかく しかくい,1
四角い,1
仕方がない,1
時間割,1
敷地,1
敷く,1
茂る,1
持参,1
磁石,1
四捨五入,1
始終,1
自習,1
静まる,1
姿勢,1
自然科学,1
時速,1
子孫,1
死体,1
下書き,1
自宅,1
下町,1
自治,1
室～,1
実感,1
しつこい,1
実習,1
実績,1
執筆,1
実物,1
しっぽ,1
実用,1
実例,1
しつれいしました (かん),1
失恋,1
指定,1
私鉄,1
縛る,1
地盤,1
しびれる,1
紙幣,1
しぼむ,1
萎む,1
絞る,1
縞,1
しみじみ,1
氏名,1
締切,1
締め切り,1
締め切る,1
しめた (かん),1
しめる,1
地面,1
ジャーナリスト,1
社会科学,1
しゃがむ,1
蛇口,1
弱点,1
車庫,1
車掌,1
写生,1
社説,1
しゃっくり,1
シャッター,1
しゃぶる,1
車輪,1
洒落,1
じゃんけん,1
重～,1
集会,1
住居,1
集金,1
集合,1
習字,1
修繕,1
じゅうたん (カーペット),1
終点,1
重点,1
就任,1
周辺,1
重役,1
終了,1
重量,1
重力,1
熟語,1
祝日,1
縮小,1
受験,1
主語,1
主人,1
出勤,1
述語,1
出張,1
寿命,1
主役,1
受話器,1
循環,1
巡査,1
順々,1
順序,1
純情,1
純粋,1
初～,1
諸～,1
女～,1
省～,1
消化,1
小学生,1
しょうがない,1
将棋,1
蒸気,1
定規,1
上級,1
商業,1
消極的,1
賞金,1
上下,1
障子,1
商社,1
乗車,1
上旬,1
小数,1
生ずる,1
商店,1
焦点,1
消毒,1
勝敗,1
蒸発,1
上品,1
勝負,1
小便,1
消防署,1
正味,1
正面,1
消耗,1
初級,1
助教授,1
食塩,1
職人,1
職場,1
初旬,1
書籍,1
食器,1
ショップ,1
書店,1
書道,1
初歩,1
白髪,1
シリーズ,1
知り合い,1
私立,1
資料,1
汁,1
素人,1
しわ (かおの～),1
芯,1
新幹線,1
真空,1
人事,1
心身,1
信ずる,1
申請,1
人造,1
寝台,1
診断,1
侵入,1
人文科学,1
人命,1
深夜,1
森林,1
親類,1
針路,1
神話,1
水産,1
炊事,1
水蒸気,1
水素,1
垂直,1
推定,1
水滴,1
水筒,1
随筆,1
水分,1
水平,1
水平線,1
水面,1
水曜,1
図々しい,1
ずうっと,1
末っ子,1
スカーフ,1
図鑑,1
隙,1
杉,1
好き嫌い,1
好き好き,1
透き通る,1
隙間,1
スクール,1
少なくとも,1
図形,1
鈴,1
涼む,1
スタート,1
スチュワーデス,1
すっきり,1
ステージ,1
ストッキング,1
ストップ,1
素直,1
頭脳,1
スピーカー,1
図表,1
スマート,1
住まい,1
すまない,1
相撲,1
スライド,1
ずらす,1
ずらり,1
スリッパ,1
狡い,1
寸法,1
税関,1
製作,1
制作,1
清書,1
青少年,1
整数,1
清掃,1
生存,1
政党,1
性能,1
整備,1
成分,1
性別,1
正方形,1
正門,1
成立,1
西暦,1
背負う,1
赤道,1
折角,1
接近,1
接する,1
せっせと,1
接続,1
瀬戸物,1
ぜひとも,1
迫る,1
ゼミ,1
せめて,1
セメント,1
台詞,1
栓,1
前～,1
前後,1
全集,1
扇子,1
専制,1
先々月,1
先々週,1
先祖,1
先端,1
センチ,1
先頭,1
全般,1
扇風機,1
洗面,1
全力,1
線路,1
総～,1
相違,1
そういえば,1
雑巾,1
増減,1
倉庫,1
相互,1
創作,1
葬式,1
造船,1
騒々しい,1
増大,1
そうっと,1
送別,1
草履,1
総理大臣,1
送料,1
属する,1
続々,1
速達,1
測定,1
測量,1
速力,1
素質,1
祖先,1
そそっかしい,1
卒直,1
率直,1
そのころ,1
そのため,1
その他,1
剃る,1
それなのに,1
それなら,1
それはいけませんね (かん),1
逸れる,1
算盤,1
存じる,1
存ずる,1
損得,1
第～,1
タイア,1
だいいち (とりわけ),1
大学院,1
大工,1
